asset_id,type,description,source_or_parent,version,status,used_in_shots,tags
SH0145,shot,,SC-11,v1,READY-TO-GENERATE,SH0145,shot;act-two;ecu-insert
SH0146,shot,"LAUREN, cutting across her.",SC-11,v1,READY-TO-GENERATE,SH0146,shot;act-two;cu
SH0147,shot,"For the first time, the face hesitates. It is a small thing. Half a second. But it is the first huma",SC-11,v1,READY-TO-GENERATE,SH0147,shot;act-two;ecu-insert
SH0148,shot,"THE FOOTAGE. Degraded, narrow, recovered-looking. Night, outdoors, hard rain in a hard light. MILES ",SC-11,v1,READY-TO-GENERATE,SH0148,shot;act-two;insert-footage
SH0149,shot,"BLACK. The pane is dead. The room is dark except for the television, still playing its old film to n",SC-11,v1,READY-TO-GENERATE,SH0149,shot;act-two;wide-2s
SH0150,shot,,SC-11,v1,READY-TO-GENERATE,SH0150,shot;act-two;cu
SH0151,shot,,SC-11,v1,READY-TO-GENERATE,SH0151,shot;act-two;mcu
SH0152,shot,,SC-11,v1,READY-TO-GENERATE,SH0152,shot;act-two;med-2s
SH0153,shot,She turns and looks at him properly for the first time since it started.,SC-11,v1,READY-TO-GENERATE,SH0153,shot;act-two;cu
SH0154,shot,He does not answer. He does not answer for a long time. Rain on the window. The film ends and the cr,SC-11,v1,READY-TO-GENERATE,SH0154,shot;act-two;mcu
SH0155,shot,CHIRP. Cut to black and total silence.,SC-11,v1,READY-TO-GENERATE,SH0155,shot;act-two;wide-2s
SH0156,shot,No music. Almost no sound. Just a man working. MILES slides the pane face-down into the bottom drawe,SC-12,v1,READY-TO-GENERATE,SH0156,shot;act-three;med
SH0157,shot,He stands there. Then he reaches out and touches the brass drawer pull. It is cold. He takes his han,SC-12,v1,READY-TO-GENERATE,SH0157,shot;act-three;ecu-insert
SH0158,shot,"He puts it in a camping cooler. Clips the lid. Stands back. Then, slowly, he puts his palm flat on t",SC-12,v1,READY-TO-GENERATE,SH0158,shot;act-three;med
SH0159,shot,"He goes to the breaker panel in the hall closet and throws the main. The house dies - refrigerator, ",SC-12,v1,READY-TO-GENERATE,SH0159,shot;act-three;med
SH0160,shot,He comes back to the living room in the dark. The pane is lying on the coffee table where Lauren has,SC-12,v1,READY-TO-GENERATE,SH0160,shot;act-three;wide
SH0161,shot,The street. Every house has its lights on except one. A dog barks twice somewhere. A television flic,SC-13,v1,READY-TO-GENERATE,SH0161,shot;act-three;xwide
SH0162,shot,"Power back on, one lamp. LAUREN sits in the armchair facing the coffee table. She has put Miles's ca",SC-14,v1,READY-TO-GENERATE,SH0162,shot;act-three;wide-2s
SH0163,shot,She does not look up.,SC-14,v1,READY-TO-GENERATE,SH0163,shot;act-three;mcu
SH0164,shot,,SC-14,v1,READY-TO-GENERATE,SH0164,shot;act-three;cu
SH0165,shot,He does not answer.,SC-14,v1,READY-TO-GENERATE,SH0165,shot;act-three;mcu
SH0166,shot,"LAUREN, not being generous. Filing it.",SC-14,v1,READY-TO-GENERATE,SH0166,shot;act-three;cu
SH0167,shot,She looks up.,SC-14,v1,READY-TO-GENERATE,SH0167,shot;act-three;cu
SH0168,shot,Miles opens his mouth. Nothing comes out.,SC-14,v1,READY-TO-GENERATE,SH0168,shot;act-three;mcu
SH0169,shot,Lauren watches his hands go flat on the back of the couch. She has seen that before too.,SC-14,v1,READY-TO-GENERATE,SH0169,shot;act-three;cu-insert
SH0170,shot,"She gets up, crosses to the table, lifts the jacket and takes the label out from under the pane wher",SC-14,v1,READY-TO-GENERATE,SH0170,shot;act-three;med
SH0171,shot,LAUREN stops in front of the wall calendar. The circled date. Blue pen. Nothing written in it. She l,SC-14,v1,READY-TO-GENERATE,SH0171,shot;act-three;med
SH0172,shot,She comes back in with the label held up between two fingers.,SC-14,v1,READY-TO-GENERATE,SH0172,shot;act-three;med
SH0173,shot,,SC-14,v1,READY-TO-GENERATE,SH0173,shot;act-three;mcu
SH0174,shot,,SC-14,v1,READY-TO-GENERATE,SH0174,shot;act-three;cu
SH0175,shot,,SC-14,v1,READY-TO-GENERATE,SH0175,shot;act-three;cu
SH0176,shot,She lowers the label.,SC-14,v1,READY-TO-GENERATE,SH0176,shot;act-three;med
SH0177,shot,MILES sits down on the arm of the couch. It takes him a moment to do it.,SC-14,v1,READY-TO-GENERATE,SH0177,shot;act-three;med
SH0178,shot,,SC-14,v1,READY-TO-GENERATE,SH0178,shot;act-three;mcu
SH0179,shot,The room is very quiet.,SC-14,v1,READY-TO-GENERATE,SH0179,shot;act-three;wide-2s
SH0180,shot,One syllable at a time.,SC-14,v1,READY-TO-GENERATE,SH0180,shot;act-three;med-2s
SH0181,shot,,SC-14,v1,READY-TO-GENERATE,SH0181,shot;act-three;cu
SH0182,shot,"LAUREN turns away from him. All the way around, hands on top of her head, looking at nothing.",SC-14,v1,READY-TO-GENERATE,SH0182,shot;act-three;med
SH0183,shot,,SC-14,v1,READY-TO-GENERATE,SH0183,shot;act-three;med-2s
SH0184,shot,MILES.,SC-14,v1,READY-TO-GENERATE,SH0184,shot;act-three;cu
SH0185,shot,She turns back.,SC-14,v1,READY-TO-GENERATE,SH0185,shot;act-three;cu
SH0186,shot,,SC-14,v1,READY-TO-GENERATE,SH0186,shot;act-three;mcu
SH0187,shot,,SC-14,v1,READY-TO-GENERATE,SH0187,shot;act-three;med-2s
SH0188,shot,He cannot. He physically cannot get it out. His mouth works and nothing comes.,SC-14,v1,READY-TO-GENERATE,SH0188,shot;act-three;cu
SH0189,shot,"And Lauren - watching him fail - understands something, and goes absolutely still.",SC-14,v1,READY-TO-GENERATE,SH0189,shot;act-three;cu
SH0190,shot,She looks down at the label in her hand. At the crossed seven. At the date.,SC-14,v1,READY-TO-GENERATE,SH0190,shot;act-three;ecu-insert
SH0191,shot,THE TURN.,SC-14,v1,READY-TO-GENERATE,SH0191,shot;act-three;med-2s
SH0192,shot,It rips out of her. It is the loudest thing in this house in six years and it is over in two seconds,SC-14,v1,READY-TO-GENERATE,SH0192,shot;act-three;cu
SH0193,shot,Miles has not moved.,SC-14,v1,READY-TO-GENERATE,SH0193,shot;act-three;mcu
SH0194,shot,Low.,SC-14,v1,READY-TO-GENERATE,SH0194,shot;act-three;mcu
SH0195,shot,That stops him.,SC-14,v1,READY-TO-GENERATE,SH0195,shot;act-three;cu
SH0196,shot,Miles puts his hand over his mouth and holds it there.,SC-14,v1,READY-TO-GENERATE,SH0196,shot;act-three;cu
SH0197,shot,,SC-14,v1,READY-TO-GENERATE,SH0197,shot;act-three;cu
SH0198,shot,Long silence.,SC-14,v1,READY-TO-GENERATE,SH0198,shot;act-three;wide-2s
SH0199,shot,,SC-14,v1,READY-TO-GENERATE,SH0199,shot;act-three;med-2s
SH0200,shot,,SC-14,v1,READY-TO-GENERATE,SH0200,shot;act-three;mcu
SH0201,shot,,SC-14,v1,READY-TO-GENERATE,SH0201,shot;act-three;cu
SH0202,shot,"She sits down on the coffee table, right beside the covered pane, because her legs have stopped bein",SC-14,v1,READY-TO-GENERATE,SH0202,shot;act-three;med
SH0203,shot,Almost - almost - the ghost of the two people from the beginning of the evening. Then it is gone.,SC-14,v1,READY-TO-GENERATE,SH0203,shot;act-three;med-2s
SH0204,shot,The thesis of the marriage.,SC-14,v1,READY-TO-GENERATE,SH0204,shot;act-three;cu
SH0205,shot,He has no answer to that. There isn't one.,SC-14,v1,READY-TO-GENERATE,SH0205,shot;act-three;mcu
SH0206,shot,"The room has just got colder. You can see it: her arms come in. She gets up, takes a grey cardigan o",SC-15,v1,READY-TO-GENERATE,SH0206,shot;act-three;med
SH0207,shot,,SC-15,v1,READY-TO-GENERATE,SH0207,shot;act-three;med-2s
SH0208,shot,"She looks at him. Six years of not asking, and now every single answer is a new injury.",SC-15,v1,READY-TO-GENERATE,SH0208,shot;act-three;cu
SH0209,shot,She stops. He comes over. He does not touch her. He gets close enough to.,SC-15,v1,READY-TO-GENERATE,SH0209,shot;act-three;med-2s
SH0210,shot,The only articulate thing Miles says all night.,SC-15,v1,READY-TO-GENERATE,SH0210,shot;act-three;cu
SH0211,shot,"He raises his hand and puts it on her arm, just above the elbow. She lets him. Ten seconds of two pe",SC-15,v1,READY-TO-GENERATE,SH0211,shot;act-three;med-2s
SH0212,shot,"LIGHT. The pane, under the jacket, comes on so brightly that the canvas glows from underneath.",SC-15,v1,READY-TO-GENERATE,SH0212,shot;act-three;wide-2s
SH0213,shot,Miles pulls the jacket off.,SC-15,v1,READY-TO-GENERATE,SH0213,shot;act-three;med
SH0214,shot,ON THE PANE: no face. A black field. Four words in thin white wide-tracked type. DO NOT GO BACK.,SC-15,v1,READY-TO-GENERATE,SH0214,shot;act-three;ecu-insert
SH0215,shot,Lauren stares at it.,SC-15,v1,READY-TO-GENERATE,SH0215,shot;act-three;med
SH0216,shot,She turns to him. MILES has taken a step BACK from the table. Not a flinch - a retreat. He has put d,SC-15,v1,READY-TO-GENERATE,SH0216,shot;act-three;med
SH0217,shot,,SC-15,v1,READY-TO-GENERATE,SH0217,shot;act-three;med-2s
SH0218,shot,"She looks at the screen. Then at him. And then she gets it, and it takes all the blood out of her to",SC-15,v1,READY-TO-GENERATE,SH0218,shot;act-three;cu
SH0219,shot,,SC-15,v1,READY-TO-GENERATE,SH0219,shot;act-three;med-2s
SH0220,shot,"Beneath the four words, small, precise, unhurried, a number appears. 11:00. It becomes 10:59. Then 1",SC-15,v1,READY-TO-GENERATE,SH0220,shot;act-three;ecu-insert
SH0221,shot,Very quietly.,SC-15,v1,READY-TO-GENERATE,SH0221,shot;act-three;cu
SH0222,shot,"Overhead light on. Everything visible. Two people working. There is no panic in this room, and that ",SC-16,v1,READY-TO-GENERATE,SH0222,shot;act-four;wide-2s
SH0223,shot,Lauren has a pad and is writing a list in fast legible capitals. Miles is at the back door.,SC-16,v1,READY-TO-GENERATE,SH0223,shot;act-four;med-2s
SH0224,shot,He says it the way you'd say the milk's off.,SC-16,v1,READY-TO-GENERATE,SH0224,shot;act-four;med-2s
SH0225,shot,"He goes to the hall closet, reaches up past the coats, and takes down two canvas duffels. They are g",SC-16,v1,READY-TO-GENERATE,SH0225,shot;act-four;med
SH0226,shot,Lauren stares at them.,SC-16,v1,READY-TO-GENERATE,SH0226,shot;act-four;med-2s
SH0227,shot,She unzips hers. Cash in a band. A phone still in its box. Socks. A folding knife. A coat she does n,SC-16,v1,READY-TO-GENERATE,SH0227,shot;act-four;ecu-insert
SH0228,shot,She turns it over. We do not see it. She looks at it for a long moment.,SC-16,v1,READY-TO-GENERATE,SH0228,shot;act-four;cu
SH0229,shot,She puts it in her back pocket.,SC-16,v1,READY-TO-GENERATE,SH0229,shot;act-four;med
SH0230,shot,Her phone buzzes on the counter. She picks it up. Reads it. Then stops.,SC-16,v1,READY-TO-GENERATE,SH0230,shot;act-four;med
SH0231,shot,THE PHONE. A message from no one. Blank body. Received: 3:14 AM. The clock at the top of the screen ,SC-16,v1,READY-TO-GENERATE,SH0231,shot;act-four;ecu-insert
SH0232,shot,She turns the phone around and shows him. He looks at it for two full seconds.,SC-16,v1,READY-TO-GENERATE,SH0232,shot;act-four;med-2s
SH0233,shot,"He takes the phone, opens a drawer, puts it in, and closes it. It is such a calm, useless, human thi",SC-16,v1,READY-TO-GENERATE,SH0233,shot;act-four;med
SH0234,shot,"The microwave clock. 11:26. It becomes 11:25. Then it sits there. And then, without hurrying, it goe",SC-16,v1,READY-TO-GENERATE,SH0234,shot;act-four;ecu-insert
SH0235,shot,They both see it. Neither says anything. Lauren picks up her list. Her hand is not entirely steady. ,SC-16,v1,READY-TO-GENERATE,SH0235,shot;act-four;med-2s
SH0236,shot,She goes to reach for her phone in the drawer - stops herself - takes it out anyway. She opens the c,SC-17,v1,READY-TO-GENERATE,SH0236,shot;act-four;med
SH0237,shot,"THE PHONE. The most recent photograph: the living room of this house, tonight - the lamp in tonight'",SC-17,v1,READY-TO-GENERATE,SH0237,shot;act-four;ecu-insert
SH0238,shot,Lauren holds the phone out to him without a word. Miles looks.,SC-17,v1,READY-TO-GENERATE,SH0238,shot;act-four;med-2s
SH0239,shot,They look at each other.,SC-17,v1,READY-TO-GENERATE,SH0239,shot;act-four;cu-2s
SH0240,shot,CHIRP. The smoke detector above them. Same as it has been all week.,SC-17,v1,READY-TO-GENERATE,SH0240,shot;act-four;cu-insert
SH0241,shot,"And then, from the living room: CHIRP. The same tone. The same length. A half-beat late.",SC-17,v1,READY-TO-GENERATE,SH0241,shot;act-four;med-2s
SH0242,shot,Miles goes to the doorway and looks through into the dark living room. The pane is lying face-up on ,SC-17,v1,READY-TO-GENERATE,SH0242,shot;act-four;med
SH0243,shot,"CHIRP. It comes from the pane, while he is standing there looking at it, and there is nothing on it ",SC-17,v1,READY-TO-GENERATE,SH0243,shot;act-four;ecu-insert
SH0244,shot,Lauren comes in behind him.,SC-18,v1,READY-TO-GENERATE,SH0244,shot;act-four;med-2s
SH0245,shot,She crouches down in front of the coffee table. Level with the pane.,SC-18,v1,READY-TO-GENERATE,SH0245,shot;act-four;med
SH0246,shot,,SC-18,v1,READY-TO-GENERATE,SH0246,shot;act-four;med-2s
SH0247,shot,That lands. He stops.,SC-18,v1,READY-TO-GENERATE,SH0247,shot;act-four;mcu
SH0248,shot,She looks at the black pane.,SC-18,v1,READY-TO-GENERATE,SH0248,shot;act-four;cu
SH0249,shot,Nothing. Nothing.,SC-18,v1,READY-TO-GENERATE,SH0249,shot;act-four;wide-2s
SH0250,shot,"THE STILL. Night, rain. A low, long two-storey motel beside a state highway. External walkway, twelv",SC-18,v1,READY-TO-GENERATE,SH0250,shot;act-four;insert-still
SH0251,shot,Lauren is on her feet.,SC-18,v1,READY-TO-GENERATE,SH0251,shot;act-four;med
SH0252,shot,"He is not looking at the pane. He is looking at the middle distance, and he has gone somewhere else ",SC-18,v1,READY-TO-GENERATE,SH0252,shot;act-four;mcu
SH0253,shot,,SC-18,v1,READY-TO-GENERATE,SH0253,shot;act-four;cu
SH0254,shot,He says the largest thing he has said all night the way you'd say a street name.,SC-18,v1,READY-TO-GENERATE,SH0254,shot;act-four;med-2s
SH0255,shot,,SC-18,v1,READY-TO-GENERATE,SH0255,shot;act-four;cu
SH0256,shot,He finally looks at her.,SC-18,v1,READY-TO-GENERATE,SH0256,shot;act-four;mcu
SH0257,shot,Lauren stands in the middle of her own living room and feels the floor go.,SC-18,v1,READY-TO-GENERATE,SH0257,shot;act-four;wide
SH0258,shot,The contradiction lands.,SC-18,v1,READY-TO-GENERATE,SH0258,shot;act-four;med-2s
SH0259,shot,"THE PANE COMES ON. The face again, closer than before, filling more of the frame. Steady. Tired. Kin",SC-19,v1,READY-TO-GENERATE,SH0259,shot;act-four;ecu-insert
SH0260,shot,Lauren does not answer her.,SC-19,v1,READY-TO-GENERATE,SH0260,shot;act-four;cu
SH0261,shot,,SC-19,v1,READY-TO-GENERATE,SH0261,shot;act-four;ecu-insert
SH0262,shot,,SC-19,v1,READY-TO-GENERATE,SH0262,shot;act-four;ecu-insert
SH0263,shot,Lauren's face comes apart. It is not a scream and it is not tears. It is the specific and terrible e,SC-19,v1,READY-TO-GENERATE,SH0263,shot;act-four;cu
SH0264,shot,She sits down on the floor. Her hand goes to the pendant at her throat and closes around it. A refle,SC-19,v1,READY-TO-GENERATE,SH0264,shot;act-four;med
SH0265,shot,Barely audible.,SC-19,v1,READY-TO-GENERATE,SH0265,shot;act-four;cu
SH0266,shot,She looks up at the screen.,SC-19,v1,READY-TO-GENERATE,SH0266,shot;act-four;cu
SH0267,shot,The double's face does something small and very sad.,SC-19,v1,READY-TO-GENERATE,SH0267,shot;act-four;ecu-insert
SH0268,shot,Her mouth makes a name. Two syllables. It is not Lauren. And where the sound should be there is a cl,SC-19,v1,READY-TO-GENERATE,SH0268,shot;act-four;ecu-insert
SH0269,shot,Miles's head snaps around. He heard it. Or heard the shape of it.,SC-19,v1,READY-TO-GENERATE,SH0269,shot;act-four;mcu
SH0270,shot,The double does not answer him. She never has. But she is looking at him.,SC-19,v1,READY-TO-GENERATE,SH0270,shot;act-four;ecu-insert
SH0271,shot,"Lauren gets up, unsteady.",SC-19,v1,READY-TO-GENERATE,SH0271,shot;act-four;med
SH0272,shot,BLACK. Every light in the house goes out at once. The refrigerator stops. The microwave clock dies. ,SC-20,v1,READY-TO-GENERATE,SH0272,shot;act-four;wide-2s
SH0273,shot,Lauren freezes. Miles goes straight to the window and pulls the curtain aside two inches.,SC-20,v1,READY-TO-GENERATE,SH0273,shot;act-four;med
SH0274,shot,MILES' POV: the street. Every porch light on. Every window lit. The party two doors down still going,SC-20,v1,READY-TO-GENERATE,SH0274,shot;act-four;wide-pov
SH0275,shot,"Behind Miles, on the coffee table, the pane is glowing steadily. It is the only light in the house.",SC-20,v1,READY-TO-GENERATE,SH0275,shot;act-four;wide
SH0276,shot,"Miles looks out along the street - left, right, and then back to the left. To the same spot he check",SC-20,v1,READY-TO-GENERATE,SH0276,shot;act-four;med
SH0277,shot,There is a FIGURE standing at the edge of the streetlight's throw. Not close. Not moving.,SC-20,v1,READY-TO-GENERATE,SH0277,shot;act-four;wide-pov
SH0278,shot,Miles turns his head fully to look at it directly.,SC-20,v1,READY-TO-GENERATE,SH0278,shot;act-four;mcu
SH0279,shot,There is nobody there.,SC-20,v1,READY-TO-GENERATE,SH0279,shot;act-four;wide-pov
SH0280,shot,He does not move for a long moment.,SC-20,v1,READY-TO-GENERATE,SH0280,shot;act-four;mcu
SH0281,shot,"From the front hall, very clearly, in a completely silent house: THE DEADBOLT TURNS. One full revolu",SC-20,v1,READY-TO-GENERATE,SH0281,shot;act-four;ecu-insert
SH0282,shot,Dark. The pane is the only light in the world and it is the wrong colour for a home. Neither of them,SC-21,v1,READY-TO-GENERATE,SH0282,shot;act-five;wide-2s
SH0283,shot,"Miles crosses the room, takes the armchair by the back, and drags it - quietly, without hurry - into",SC-21,v1,READY-TO-GENERATE,SH0283,shot;act-five;med
SH0284,shot,"Lauren shoulders her bag, picks up the pane, wraps it in the cardigan and puts it in the bag. Then s",SC-21,v1,READY-TO-GENERATE,SH0284,shot;act-five;med
SH0285,shot,They move around each other in the dark like people who have done a drill. Because they have.,SC-21,v1,READY-TO-GENERATE,SH0285,shot;act-five;wide-2s
SH0286,shot,,SC-21,v1,READY-TO-GENERATE,SH0286,shot;act-five;med-2s
SH0287,shot,,SC-21,v1,READY-TO-GENERATE,SH0287,shot;act-five;cu
SH0288,shot,That stops him dead.,SC-21,v1,READY-TO-GENERATE,SH0288,shot;act-five;med-2s
SH0289,shot,"Gentler, and worse.",SC-21,v1,READY-TO-GENERATE,SH0289,shot;act-five;cu
SH0290,shot,He looks at her in the light off the bag.,SC-21,v1,READY-TO-GENERATE,SH0290,shot;act-five;mcu
SH0291,shot,She checks the pane through the fabric. The number is showing through the weave. 01:20. 01:19.,SC-21,v1,READY-TO-GENERATE,SH0291,shot;act-five;ecu-insert
SH0292,shot,,SC-21,v1,READY-TO-GENERATE,SH0292,shot;act-five;med-2s
SH0293,shot,,SC-21,v1,READY-TO-GENERATE,SH0293,shot;act-five;cu
SH0294,shot,,SC-21,v1,READY-TO-GENERATE,SH0294,shot;act-five;med-2s
SH0295,shot,"He is not trying to frighten her. He is telling her a load-bearing fact about the world, and he is t",SC-21,v1,READY-TO-GENERATE,SH0295,shot;act-five;cu
SH0296,shot,,SC-21,v1,READY-TO-GENERATE,SH0296,shot;act-five;med-2s
SH0297,shot,The number in the bag: 00:41.,SC-21,v1,READY-TO-GENERATE,SH0297,shot;act-five;ecu-insert
SH0298,shot,Lauren stares at him in the dark.,SC-21,v1,READY-TO-GENERATE,SH0298,shot;act-five;cu
SH0299,shot,,SC-21,v1,READY-TO-GENERATE,SH0299,shot;act-five;cu
SH0300,shot,"Miles opens his mouth. He does not lie to her. He genuinely, visibly, does not lie to her. He also d",SC-21,v1,READY-TO-GENERATE,SH0300,shot;act-five;cu
SH0301,shot,"That is the answer, and she takes it standing up.",SC-21,v1,READY-TO-GENERATE,SH0301,shot;act-five;cu
SH0302,shot,"LIGHT. Inside the bag, through the cardigan, the pane brightens. Lauren pulls it out.",SC-22,v1,READY-TO-GENERATE,SH0302,shot;act-five;med
SH0303,shot,THE DOUBLE. Closer than she has ever been. Her face nearly fills the pane. She is looking straight o,SC-22,v1,READY-TO-GENERATE,SH0303,shot;act-five;ecu-insert
SH0304,shot,,SC-22,v1,READY-TO-GENERATE,SH0304,shot;act-five;cu
SH0305,shot,"And for the first time in the entire episode, the double looks away from Miles. She looks at Lauren.",SC-22,v1,READY-TO-GENERATE,SH0305,shot;act-five;ecu-insert
SH0306,shot,"The number, small, beneath her face. 00:04. 00:03. 00:02. 00:01. 00:00.",SC-22,v1,READY-TO-GENERATE,SH0306,shot;act-five;ecu-insert
SH0307,shot,"Nothing happens. The house is silent. The pane holds her face, perfectly still, waiting with them.",SC-22,v1,READY-TO-GENERATE,SH0307,shot;act-five;wide-2s
SH0308,shot,"KNOCK. KNOCK. KNOCK. A pause. KNOCK. KNOCK. Three, then two.",SC-22,v1,READY-TO-GENERATE,SH0308,shot;act-five;med-2s
SH0309,shot,Miles's head comes up. And everything in his face falls apart at once - not fear. Not fear at all. R,SC-22,v1,READY-TO-GENERATE,SH0309,shot;act-five;cu
SH0310,shot,Watching him.,SC-22,v1,READY-TO-GENERATE,SH0310,shot;act-five;cu
SH0311,shot,"And from outside - through the door, muffled, unhurried, and warm.",SC-22,v1,READY-TO-GENERATE,SH0311,shot;act-five;med
SH0312,shot,Miles closes his eyes.,SC-22,v1,READY-TO-GENERATE,SH0312,shot;act-five;cu
SH0313,shot,"FINAL SHOT. The dark house. The two of them side by side at last, shoulder against shoulder, lit fro",SC-22,v1,READY-TO-GENERATE,SH0313,shot;act-five;xwide
SH0314,shot,"Black. Silence. Then, thin and wide-tracked: WE'RE FROM THE FUTURE. Below it, smaller: END OF EPISOD",ENDCARD,v1,READY-TO-GENERATE,SH0314,shot;act-five;title
SH0315,shot,"A room lit uniformly from everywhere, so that nothing casts a shadow and no corner can be located. A",SC-23,v1,READY-TO-GENERATE,SH0315,shot;tag;wide
SH0316,shot,"They hold a flat unlit sheet, roughly the size and thickness of the pane. On it: two records side by",SC-23,v1,READY-TO-GENERATE,SH0316,shot;tag;ecu-insert
SH0317,shot,"The figure touches it, once. LOST becomes LOCATED.",SC-23,v1,READY-TO-GENERATE,SH0317,shot;tag;cu-insert
SH0318,shot,"They move to the second record. Its status field ALREADY reads LOCATED. Beside it, a date. It is nin",SC-23,v1,READY-TO-GENERATE,SH0318,shot;tag;ecu-insert
SH0319,shot,The figure stops. Just stops. The only human thing that happens in this room.,SC-23,v1,READY-TO-GENERATE,SH0319,shot;tag;med
SH0320,shot,,SC-23,v1,READY-TO-GENERATE,SH0320,shot;tag;wide
