shot_id,runtime,scene,time_of_day,characters,wardrobe,miles_state,lauren_state,leaf_location,leaf_state,house_power,weather,device_temp_rule,photos_on_wall,flags
SH0197,20:16,SC-14,night,L,WRD-L-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0198,20:22,SC-14,night,MB,WRD-M-A + WRD-L-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0199,20:29,SC-14,night,MB,WRD-M-A + WRD-L-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0200,20:36,SC-14,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0201,20:50,SC-14,night,L,WRD-L-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0202,20:59,SC-14,night,L,WRD-L-A,exposed,escalating,coffee table,dormant/cold,on,light rain,cold toward room / warm away,NONE - four bare hooks,
SH0203,21:07,SC-14,night,MB,WRD-M-A + WRD-L-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0204,21:16,SC-14,night,L,WRD-L-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0205,21:29,SC-14,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0206,21:35,SC-15,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0207,21:43,SC-15,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0208,21:51,SC-15,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0209,21:58,SC-15,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0210,22:03,SC-15,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0211,22:15,SC-15,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0212,22:24,SC-15,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,
SH0213,22:28,SC-15,night,M,WRD-M-A,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,
SH0214,22:32,SC-15,night,NONE,-,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,
SH0215,22:40,SC-15,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,
SH0216,22:51,SC-15,night,M,WRD-M-A,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,
SH0217,23:00,SC-15,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,
SH0218,23:09,SC-15,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0219,23:16,SC-15,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,
SH0220,23:25,SC-15,night,NONE,-,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=11:00
SH0221,23:37,SC-15,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=10:48
SH0222,23:42,SC-16,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=10:43
SH0223,23:50,SC-16,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=10:35
SH0224,23:59,SC-16,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=10:26
SH0225,24:07,SC-16,night,M,WRD-M-A,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=10:18
SH0226,24:14,SC-16,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=10:11
SH0227,24:23,SC-16,night,NONE,-,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=10:02
SH0228,24:32,SC-16,night,L_CARD,WRD-L-B,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=09:53
SH0229,24:41,SC-16,night,L_CARD,WRD-L-B,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=09:44
SH0230,24:45,SC-16,night,L_CARD,WRD-L-B,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=09:40
SH0231,24:50,SC-16,night,NONE,-,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=09:35
SH0232,24:58,SC-16,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=09:27
SH0233,25:07,SC-16,night,M,WRD-M-A,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=09:18
SH0234,25:15,SC-16,night,NONE,-,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=09:10
SH0235,25:24,SC-16,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=09:01
SH0236,25:31,SC-17,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=08:54
SH0237,25:38,SC-17,night,NONE,-,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=08:47
SH0238,25:47,SC-17,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=08:38
SH0239,25:57,SC-17,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=08:28
SH0240,26:01,SC-17,night,NONE,-,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=08:24
SH0241,26:04,SC-17,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=08:21
SH0242,26:09,SC-17,night,M,WRD-M-A,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=08:16
SH0243,26:18,SC-17,night,NONE,-,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=08:07
SH0244,26:25,SC-18,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=08:00
SH0245,26:33,SC-18,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=07:52
SH0246,26:40,SC-18,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=07:45
SH0247,26:49,SC-18,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=07:36
SH0248,26:53,SC-18,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=07:32
SH0249,27:02,SC-18,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=07:23
SH0250,27:09,SC-18,night,NONE,-,exposed,escalating,coffee table,dormant/cold,on,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=07:16
SH0251,27:17,SC-18,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=07:08
SH0252,27:25,SC-18,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=07:00
SH0253,27:32,SC-18,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=06:53
SH0254,27:37,SC-18,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=06:48
SH0255,27:46,SC-18,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=06:39
SH0256,27:57,SC-18,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=06:28
SH0257,28:05,SC-18,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=06:20
SH0258,28:12,SC-18,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=06:13
SH0259,28:22,SC-19,night,D,WRD-D-A,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,DOUBLE EYELINE=MILES; COUNTDOWN=06:03
SH0260,28:29,SC-19,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=05:56
SH0261,28:33,SC-19,night,D,WRD-D-A,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,DOUBLE EYELINE=MILES; COUNTDOWN=05:52
SH0262,28:42,SC-19,night,D,WRD-D-A,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,DOUBLE EYELINE=MILES; COUNTDOWN=05:43
SH0263,28:48,SC-19,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=05:37
SH0264,29:00,SC-19,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=05:25
SH0265,29:08,SC-19,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=05:17
SH0266,29:17,SC-19,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=05:08
SH0267,29:26,SC-19,night,D,WRD-D-A,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,DOUBLE EYELINE=MILES; COUNTDOWN=04:59
SH0268,29:34,SC-19,night,D,WRD-D-A,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,DOUBLE EYELINE=MILES; COUNTDOWN=04:51
SH0269,29:41,SC-19,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=04:44
SH0270,29:48,SC-19,night,D,WRD-D-A,exposed,escalating,coffee table,active,on,light rain,cold toward room / warm away,NONE - four bare hooks,DOUBLE EYELINE=MILES; COUNTDOWN=04:37
SH0271,29:55,SC-19,night,L_CARD,WRD-L-B,exposed,escalating,coffee table,dormant/cold,on,light rain,-,NONE - four bare hooks,COUNTDOWN=04:30
SH0272,30:02,SC-20,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,coffee table,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=04:23
SH0273,30:05,SC-20,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=04:20
SH0274,30:11,SC-20,night,NONE,-,exposed,escalating,coffee table,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=04:14
SH0275,30:19,SC-20,night,M,WRD-M-A,exposed,escalating,coffee table,active,OUT,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=04:06
SH0276,30:25,SC-20,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=04:00
SH0277,30:33,SC-20,night,FIG,WRD-F-A,exposed,escalating,coffee table,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=03:52
SH0278,30:38,SC-20,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=03:47
SH0279,30:42,SC-20,night,NONE,-,exposed,escalating,coffee table,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=03:43
SH0280,30:46,SC-20,night,M,WRD-M-A,exposed,escalating,coffee table,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=03:39
SH0281,30:53,SC-20,night,NONE,-,exposed,escalating,coffee table,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=03:32
SH0282,31:00,SC-21,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,in Lauren's bag,active,OUT,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=03:25
SH0283,31:09,SC-21,night,M,WRD-M-A,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=03:16
SH0284,31:18,SC-21,night,L_CARD,WRD-L-B,exposed,escalating,in Lauren's bag,active,OUT,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=03:07
SH0285,31:28,SC-21,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=02:57
SH0286,31:35,SC-21,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=02:50
SH0287,31:43,SC-21,night,L_CARD,WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=02:42
SH0288,31:51,SC-21,night,MB,WRD-M-A + WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=02:34
SH0289,32:00,SC-21,night,L_CARD,WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=02:25
SH0290,32:08,SC-21,night,M_JKT,WRD-M-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=02:17
SH0291,32:14,SC-21,night,NONE,-,exposed,escalating,in Lauren's bag,active,OUT,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=02:11
SH0292,32:21,SC-21,night,MB,WRD-M-B + WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=02:04
SH0293,32:28,SC-21,night,M_JKT,WRD-M-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=01:57
SH0294,32:37,SC-21,night,MB,WRD-M-B + WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=01:48
SH0295,32:47,SC-21,night,M_JKT,WRD-M-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=01:38
SH0296,32:56,SC-21,night,MB,WRD-M-B + WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=01:29
SH0297,33:06,SC-21,night,NONE,-,exposed,escalating,in Lauren's bag,active,OUT,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=01:19
SH0298,33:10,SC-21,night,L_CARD,WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=01:15
SH0299,33:19,SC-21,night,L_CARD,WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=01:06
SH0300,33:26,SC-21,night,M_JKT,WRD-M-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=00:59
SH0301,33:37,SC-21,night,L_CARD,WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=00:48
SH0302,33:42,SC-22,night,L_CARD,WRD-L-B,exposed,escalating,in Lauren's bag,active,OUT,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=00:43
SH0303,33:47,SC-22,night,D,WRD-D-A,exposed,escalating,in Lauren's bag,active,OUT,light rain,cold toward room / warm away,NONE - four bare hooks,DOUBLE EYELINE=MILES; COUNTDOWN=00:38
SH0304,33:57,SC-22,night,L_CARD,WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=00:28
SH0305,34:01,SC-22,night,D,WRD-D-A,exposed,escalating,in Lauren's bag,active,OUT,light rain,cold toward room / warm away,NONE - four bare hooks,DOUBLE EYELINE=MILES; COUNTDOWN=00:24
SH0306,34:11,SC-22,night,NONE,-,exposed,escalating,in Lauren's bag,active,OUT,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=00:14
SH0307,34:18,SC-22,night,MB,WRD-M-B + WRD-L-B,exposed,escalating,in Lauren's bag,active,OUT,light rain,cold toward room / warm away,NONE - four bare hooks,COUNTDOWN=00:07
SH0308,34:25,SC-22,night,MB,WRD-M-B + WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,COUNTDOWN=00:00
SH0309,34:30,SC-22,night,M_JKT,WRD-M-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,
SH0310,34:40,SC-22,night,L_CARD,WRD-L-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,
SH0311,34:47,SC-22,night,M_JKT,WRD-M-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,
SH0312,34:53,SC-22,night,M_JKT,WRD-M-B,exposed,escalating,in Lauren's bag,dormant/cold,OUT,light rain,-,NONE - four bare hooks,
SH0313,34:57,SC-22,night,MB,WRD-M-B + WRD-L-B,exposed,escalating,in Lauren's bag,active,OUT,light rain,cold toward room / warm away,NONE - four bare hooks,
SH0314,35:15,ENDCARD,night,NONE,-,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0315,35:27,SC-23,night,FIG,WRD-F-A,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0316,35:35,SC-23,night,NONE,-,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0317,35:43,SC-23,night,NONE,-,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0318,35:49,SC-23,night,NONE,-,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0319,35:57,SC-23,night,FIG,WRD-F-A,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,
SH0320,36:03,SC-23,night,FIG,WRD-F-A,exposed,escalating,-,dormant/cold,on,light rain,-,NONE - four bare hooks,
