shot_id,scene_id,act,slugline,tc_in,tc_out,runtime_in,dur_s,assembly_s,framing,movement,lens_mm,subjects,location,lighting,device_in_frame,physical_contact,countdown_reads,music_cue,sound_cue,dialogue,action,qc_note,seed
SH0083,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:07:13:00,01:07:22:00,07:13,9,10,ECU-INSERT,SLOW PUSH,100,NONE,KITCHEN,KITCHEN_OVERHEAD,Y,,,M03,,MILES: It's moving. | LAUREN: What? | MILES: The weight's moving. Inside it.,"He adjusts his grip. He tilts the pane slowly. The MASS SHIFTS ACROSS IT - unhurried, a beat behind the motion, like a spirit level, like something settling.",DEVICE RULE 3. First impossible physical detail. Achieve in-camera if at all possible.,1982
SH0084,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:07:22:00,01:07:27:00,07:22,5,6,MED,STATIC,40,M,KITCHEN,KITCHEN_OVERHEAD,Y,,,,,,"He sets it down flat on the table. Carefully. He takes his hand off, then puts two fingers back on it.",,1983
SH0085,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:07:27:00,01:07:35:00,07:27,8,9,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,Y,,,,,MILES: It's cold. | LAUREN: It's warm.,"She slides her hand underneath, palm up, against the other face.","DEVICE RULE 4: inverted temperature. Cold toward the room, warm away from it.",1984
SH0086,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:07:35:00,01:07:39:00,07:35,4,5,CU-2S,STATIC,75,MB,KITCHEN,KITCHEN_OVERHEAD,,,,M03,,,They look at each other.,,1985
SH0087,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:07:39:00,01:07:49:00,07:39,10,12,ECU-INSERT,STATIC,100,NONE,KITCHEN,KITCHEN_OVERHEAD,Y,,,,,LAUREN: It's warm on the bottom. | MILES: It was warm on the bottom before. | LAUREN: Miles. That's a different side.,Miles turns the pane over and sets it down again. Lauren touches the top face. Then the underside.,,1986
SH0088,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:07:49:00,01:07:56:00,07:49,7,8,MED,SLOW PUSH,50,L,KITCHEN,KITCHEN_OVERHEAD,,,,M03,,,"LAUREN sits down. Slowly. Not because she is frightened - because she is thinking, and thinking is what she does with her whole body.",,1987
SH0089,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:07:56:00,01:08:04:00,07:56,8,9,ECU-INSERT,SLOW PUSH,100,NONE,KITCHEN,KITCHEN_OVERHEAD,Y,,,,,,"The kitchen is held in the pane. Dimly. The lamp, the cabinets, the shape of her own shoulder.",,1988
SH0090,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:08:04:00,01:08:16:00,08:04,12,12,ECU-INSERT,STATIC,100,NONE,KITCHEN,KITCHEN_OVERHEAD,Y,,,M03,,,"She raises her hand. The hand in the pane raises - LATE. She lowers it. Raises it again, watching. Down. Up. And the reflection comes with her, a half-beat behind, every time, smooth and unbothered.",DEVICE RULE 2 - THE KEY IMAGE OF THE EPISODE. Exactly 0.5s lag. It is not reflecting. It is rendering.,1989
SH0091,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:08:16:00,01:08:23:00,08:16,7,8,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,Y,,,,,"LAUREN: Miles. | MILES: I see it. | LAUREN: Look at my hand. | MILES: I see it, Lauren.",,,1990
SH0092,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:08:23:00,01:08:28:00,08:23,5,6,CU,STATIC,75,L,KITCHEN,KITCHEN_OVERHEAD,,,,,,,His voice has changed. Flattened. She looks up at him.,,1991
SH0093,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:08:28:00,01:08:37:00,08:28,9,10,MCU,SLOW PUSH,65,M,KITCHEN,KITCHEN_OVERHEAD,,,,M04,Score out entirely.,,MILES has stopped moving. Completely. Both hands flat on the table. He is not looking at her. He is looking at the pane the way a man looks at a name on a list.,"CHARACTER-CRITICAL: Miles gets MORE still under fear, never less.",1992
SH0094,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:08:37:00,01:08:40:00,08:37,3,4,CU,STATIC,75,L,KITCHEN,KITCHEN_OVERHEAD,,,,,,LAUREN: Hey.,LAUREN.,,1993
SH0095,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:08:40:00,01:08:43:00,08:40,3,4,MCU,STATIC,65,M,KITCHEN,KITCHEN_OVERHEAD,,,,,Refrigerator. Rain. A held nothing.,,Nothing. He does not hear her.,,1994
SH0096,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:08:43:00,01:08:46:00,08:43,3,3,ECU-INSERT,STATIC,100,NONE,KITCHEN,KITCHEN_OVERHEAD,Y,,,,No sound at all. The absence is the effect.,,"THE PANE WAKES. Not an image, not a menu, not a logo. AN EYE - filling the whole surface. Wet. Living. Human. The pupil contracts fractionally in the lamplight. It blinks once. DARK.","Under one second on screen. The iris texture must be photographic. Not stylised, not glowing.",1995
SH0097,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:08:46:00,01:08:52:00,08:46,6,7,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,Y,,,M04,,,"The refrigerator hums. Lauren stares at the dead pane. Then, slowly, up at her husband.",,1996
SH0098,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:08:52:00,01:08:59:00,08:52,7,8,CU,SLOW PUSH,75,M,KITCHEN,KITCHEN_OVERHEAD,,,,,,,"MILES has gone white. Absolutely white, from the collar up.","The act-out is on his FACE, not on the device. This is a show about people.",1997
SH0099,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:08:59:00,01:09:07:00,08:59,8,9,CU,STATIC,75,L,KITCHEN,KITCHEN_OVERHEAD,,,,,,LAUREN: Miles? | LAUREN: You know what that is.,"LAUREN, watching him understand something.",,1998
SH0100,SC-09,ACT ONE,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:09:07:00,01:09:10:00,09:07,3,4,MCU,STATIC,65,M,KITCHEN,KITCHEN_OVERHEAD,,,,,Hard cut to absolute silence.,,He does not answer. SMASH TO BLACK.,,1999
SH0101,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:09:10:00,01:09:16:00,09:10,6,7,MED,HANDHELD-SUBTLE,35,M,KITCHEN,KITCHEN_OVERHEAD,Y,,,M05,,MILES: It's a display unit. It's a demo. Somebody's testing a-,"MILES moves, fast. He has the box in one hand and is reaching for the pane with the other.",,2100
SH0102,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:09:16:00,01:09:23:00,09:16,7,8,MED-2S,HANDHELD-SUBTLE,40,MB,KITCHEN,KITCHEN_OVERHEAD,Y,,,,,"LAUREN: Miles. | MILES: -there's a cell in it, a printed cell, they do that now, it holds a charge for- | LAUREN: Miles.",,,2101
SH0103,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:09:23:00,01:09:27:00,09:23,4,5,MCU,STATIC,65,M,KITCHEN,KITCHEN_OVERHEAD,Y,,,,Score out on the stop.,,"He stops, one hand over the pane.",,2102
SH0104,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:09:27:00,01:09:31:00,09:27,4,5,CU,STATIC,75,L,KITCHEN,KITCHEN_OVERHEAD,,,,,,LAUREN: You didn't jump.,LAUREN.,,2103
SH0105,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:09:31:00,01:09:34:00,09:31,3,4,MCU,STATIC,65,M,KITCHEN,KITCHEN_OVERHEAD,,,,,,MILES: What?,,,2104
SH0106,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:09:34:00,01:09:42:00,09:34,8,9,CU,SLOW PUSH,75,L,KITCHEN,KITCHEN_OVERHEAD,,,,,,LAUREN: It turned on. In our kitchen. In the middle of the night. And you didn't jump.,,,2105
SH0107,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:09:42:00,01:09:51:00,09:42,9,11,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,,,,,,LAUREN: I jumped. The smoke alarm made me jump. | LAUREN: That thing opened an eye at me and you stood there like you were reading a bill.,,,2106
SH0108,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:09:51:00,01:09:56:00,09:51,5,6,MED,HANDHELD-SUBTLE,40,M,KITCHEN,KITCHEN_OVERHEAD,Y,,,,,MILES: I'm putting it in the car. | LAUREN: No. | MILES: Lauren- | LAUREN: No.,,,2107
SH0109,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:09:56:00,01:10:05:00,09:56,9,10,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,Y,,,M05,,,She does not raise her voice. She puts one hand flat on the pane and leaves it there and looks at him. He could move her. They both know he could move her. He does not.,"BLOCKING-CRITICAL: her hand on the device, his hand withdrawn. The marriage in one frame.",2108
SH0110,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:10:05:00,01:10:10:00,10:05,5,6,MCU,STATIC,65,M,KITCHEN,KITCHEN_OVERHEAD,,,,,,MILES: We agreed. | LAUREN: We didn't agree to this.,,,2109
SH0111,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:10:10:00,01:10:18:00,10:10,8,9,MCU,HANDHELD-SUBTLE,65,M,KITCHEN,KITCHEN_OVERHEAD,,,,,,"MILES: We agreed that if anything ever came near us we don't pick it up, we don't turn it over, we don't keep it in the house-",,,2110
SH0112,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:10:18:00,01:10:24:00,10:18,6,7,CU,HANDHELD-SUBTLE,75,L,KITCHEN,KITCHEN_OVERHEAD,,,,,,LAUREN: That is not what we agreed. | MILES: It is exactly- | LAUREN: We agreed we wouldn't go looking!,,First raised voice of the episode. It is hers. It lasts one line.,2111
SH0113,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:10:24:00,01:10:30:00,10:24,6,7,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,,,,,Refrigerator. Rain. Score out.,LAUREN: Nobody ever said what to do when it comes to the door.,"Back down, immediately.",,2112
SH0114,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:10:30:00,01:10:35:00,10:30,5,6,MCU,STATIC,65,M,KITCHEN,KITCHEN_OVERHEAD,,,,M05,,MILES: Don't be found.,"MILES, very quiet.",,2113
SH0115,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:10:35:00,01:10:45:00,10:35,10,12,CU,SLOW PUSH,75,L,KITCHEN,KITCHEN_OVERHEAD,,,,,,LAUREN: Don't be found. Don't be recorded. Don't go back. Don't answer. Don't send anything forward.,"LAUREN says it flat and fast, without effort, the way you say a thing you have said ten thousand times.","THE TERMS, first full statement. Never explained. Never labelled. Delivered as recitation, not exposition.",2114
SH0116,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:10:45:00,01:10:54:00,10:45,9,11,CU,STATIC,75,L,KITCHEN,KITCHEN_OVERHEAD,,,,,,"LAUREN: I know them, Miles. I say them at three in the morning. In order. Every night. Have done for six years.",,PLANT: the double repeats this back to her in SC-11. Place it cleanly.,2115
SH0117,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:10:54:00,01:10:59:00,10:54,5,6,MCU,STATIC,65,M,KITCHEN,KITCHEN_OVERHEAD,,,,,,MILES: Six years.,Something crosses him.,,2116
SH0118,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:10:59:00,01:11:09:00,10:59,10,12,CU,HANDHELD-SUBTLE,75,L,KITCHEN,KITCHEN_OVERHEAD,,,,,,"LAUREN: Six years and four months, and we have not said one word about any of it out loud in this house, and I have kept that. | LAUREN: I kept it because you asked me to.",,,2117
SH0119,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:11:09:00,01:11:15:00,11:09,6,7,MED-2S,STATIC,40,MB,KITCHEN,KITCHEN_OVERHEAD,Y,,,,,LAUREN: So don't tell me what we agreed.,She takes her hand off the pane.,,2118
SH0120,SC-10,ACT TWO,INT. WARD HOUSE / KITCHEN - CONTINUOUS,01:11:15:00,01:11:22:00,11:15,7,8,MED,TRACK,40,L,KITCHEN,KITCHEN_OVERHEAD,Y,,,M05,,MILES: Where are you going. | LAUREN: I'm putting it on the table where we can see it. | MILES: Don't put it down.,"She picks the leaf up. Both hands, careful, like a tray.",,2119
SH0121,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:11:22:00,01:11:28:00,11:22,6,7,WIDE,STATIC,35,L,LIVING,WARM_LOW,Y,,,,Pane on wood. Couch. Rain.,,"She puts it down. Flat on the coffee table, dead centre. She sits back on the couch.",,2220
SH0122,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:11:28:00,01:11:36:00,11:28,8,9,WIDE-2S,STATIC,35,MB,LIVING,WARM_LOW,Y,,,,,,"MILES stays standing in the doorway - which is exactly between Lauren and the front hall, and he does not appear to know he has done that. The television is still on, sound low. Nobody is watching it.",BLOCKING: ninth instance of Miles interposing himself. Never remarked on.,2221
SH0123,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:11:36:00,01:11:45:00,11:36,9,10,MED-2S,STATIC,40,MB,LIVING,WARM_LOW,Y,,,M05,"Television, low and indistinct. Rain. Room tone.",,Nothing happens. Nothing keeps happening. Lauren pulls a cushion into her lap. Miles shifts his weight.,Silence #4. Let it get uncomfortable. The audience must start to relax.,2222
SH0124,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:11:45:00,01:11:48:00,11:45,3,3,MCU,STATIC,65,M,LIVING,WARM_LOW,,,,,,MILES: This is-,,,2223
SH0125,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:11:48:00,01:11:52:00,11:48,4,5,WIDE-2S,STATIC,35,MB,LIVING,MIXED,Y,,,M06,Absolute silence on the wake. Even the television seems to recede.,,"THE LEAF WAKES. No sound, no boot, no logo. The light simply arrives, and it is on their faces. Miles goes silent mid-word.",LIGHTING TURN: from here the cold pane is a light source in every living-room shot.,2224
SH0126,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:11:52:00,01:12:04:00,11:52,12,12,ECU-INSERT,SLOW PUSH,100,D,LIVING,COLD_PANE,Y,,,M06,,,"ON THE PANE: a face in darkness, lit from somewhere low and moving, so that light shifts across it slowly, as if from water. It is LAUREN'S FACE. Same age. Same eyes. Same mouth. Hair down and unstyled. A fine pale scar beneath the left eye, running back along the cheekbone. Old, well healed. She is absolutely still.",THE REVEAL. Not monstrous. Not aged. Correct - and too still. That is the entire effect.,2225
SH0127,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:12:04:00,01:12:09:00,12:04,5,6,CU,STATIC,75,L,LIVING,MIXED,,,,,Room tone. Rain. No score.,,LAUREN does not move. Neither does Miles.,,2226
SH0128,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:12:09:00,01:12:13:00,12:09,4,5,ECU-INSERT,STATIC,100,D,LIVING,COLD_PANE,Y,,,,,DOUBLE: Lauren.,,"VOICE: Lauren's instrument, flatter, slower, no smile in the timbre. NO BREATH before the line.",2227
SH0129,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:12:13:00,01:12:20:00,12:13,7,8,CU,SLOW PUSH,75,L,LIVING,MIXED,,,,M06,,,Lauren's hand has gone to her own mouth without her deciding to do it.,,2228
SH0130,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:12:20:00,01:12:25:00,12:20,5,6,ECU-INSERT,STATIC,100,D,LIVING,COLD_PANE,Y,,,,,DOUBLE: I know. Take a second.,,,2229
SH0131,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:12:25:00,01:12:28:00,12:25,3,4,CU,STATIC,75,L,LIVING,MIXED,,,,,,LAUREN: What is this.,,,2230
SH0132,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:12:28:00,01:12:37:00,12:28,9,10,ECU-INSERT,STATIC,100,D,LIVING,COLD_PANE,Y,,,,,"DOUBLE: You have a burn on the inside of your left wrist. Two inches, curved. | DOUBLE: You got it on a stove that isn't in this house.",,,2231
SH0133,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:12:37:00,01:12:42:00,12:37,5,6,CU-INSERT,STATIC,100,NONE,LIVING,MIXED,,,,,,,Lauren's other hand closes over her own left wrist.,,2232
SH0134,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:12:42:00,01:12:49:00,12:42,7,8,ECU-INSERT,SLOW PUSH,100,D,LIVING,COLD_PANE,Y,,,,,DOUBLE: You still say them at three in the morning. | DOUBLE: In order.,,PAYOFF: she said this two minutes ago in SC-10. Let the audience make the connection unaided.,2233
SH0135,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:12:49:00,01:12:54:00,12:49,5,6,CU,STATIC,75,L,LIVING,MIXED,,,,M06,One broken intake of breath. Nothing else.,,LAUREN makes a sound. Not a word.,,2234
SH0136,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:12:54:00,01:12:58:00,12:54,4,5,MED,HANDHELD-SUBTLE,40,M,LIVING,MIXED,,,,,,MILES: Who is this.,MILES takes one step into the room.,,2235
SH0137,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:12:58:00,01:13:05:00,12:58,7,8,ECU-INSERT,STATIC,100,D,LIVING,COLD_PANE,Y,,,,,,The face does not answer him. But she is looking at him. She has been looking at him this entire time.,THE DEEPEST REWATCH PAYLOAD. Her eyeline is on MILES in every shot. Never remarked on.,2236
SH0138,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:13:05:00,01:13:10:00,13:05,5,6,ECU-INSERT,STATIC,100,D,LIVING,COLD_PANE,Y,,,,,DOUBLE: You've been here too long.,To Lauren.,,2237
SH0139,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:13:10:00,01:13:13:00,13:10,3,4,CU,STATIC,75,L,LIVING,MIXED,,,,,,LAUREN: What?,,,2238
SH0140,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:13:13:00,01:13:22:00,13:13,9,11,ECU-INSERT,STATIC,100,D,LIVING,COLD_PANE,Y,,,,,"DOUBLE: It was supposed to be short. Somewhere to be, for a while. | DOUBLE: Six years isn't a while. It's started to hold.",,,2239
SH0141,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:13:22:00,01:13:30:00,13:22,8,9,MED-2S,STATIC,40,MB,LIVING,MIXED,Y,,,,,MILES: Hold- | DOUBLE: There's a correction. I don't know how far out it is. I don't think it's far.,She talks over him without hurrying.,,2240
SH0142,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:13:30:00,01:13:33:00,13:30,3,4,CU,STATIC,75,L,LIVING,MIXED,,,,,,LAUREN: A correction of what?,,,2241
SH0143,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:13:33:00,01:13:40:00,13:33,7,7,ECU-INSERT,SLOW PUSH,100,D,LIVING,COLD_PANE,Y,,,M06,,DOUBLE: Of the part where you stayed.,,Hold three seconds of silence after this line. It is the thesis of the season.,2242
SH0144,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:13:40:00,01:13:48:00,13:40,8,9,MED,HANDHELD,35,M,LIVING,MIXED,Y,,,,,,MILES crosses the room fast. He gets one hand flat on the pane - and stops. Because his hand is on it and nothing changes. The face keeps talking. He might as well have put his hand on a wall.,"DEVICE RULE 5: it does not respond to Miles. Established here, exploited by Lauren in SC-18.",2243
SH0145,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:13:48:00,01:13:56:00,13:48,8,9,ECU-INSERT,STATIC,100,D,LIVING,COLD_PANE,Y,,,,,"DOUBLE: Lauren, listen. There's a thing you need to not do, and I need you to hear it from me, because you won't hear it from-",,,2244
SH0146,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:13:56:00,01:14:00:00,13:56,4,5,CU,STATIC,75,L,LIVING,MIXED,,,,,,LAUREN: How do you have my face?,"LAUREN, cutting across her.",,2245
SH0147,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:14:00:00,01:14:07:00,14:00,7,8,ECU-INSERT,SLOW PUSH,100,D,LIVING,COLD_PANE,Y,,,M06,,DOUBLE: Because I-,"For the first time, the face hesitates. It is a small thing. Half a second. But it is the first human beat she has had, and it is horrible, because it means she is deciding what to say.",,2246
SH0148,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:14:07:00,01:14:10:00,14:07,3,4,INSERT-FOOTAGE,HANDHELD,24,MB,ELSEWHERE,DEGRADED,Y,,,,"Rain, distorted. Somebody off-frame shouting a name that is not Miles and is not Lauren.",,"THE FOOTAGE. Degraded, narrow, recovered-looking. Night, outdoors, hard rain in a hard light. MILES and LAUREN, older - not much, enough. Moving fast, not running: escorting, one holding the other up. Miles has blood in his hairline and down the side of his face. Behind them, badly out of focus and high up, a sodium-yellow SIGN with half a word legible.",UNDER FOUR SECONDS. Cut on movement. Never let a face resolve fully. The SIGN pays off in SC-18.,2247
SH0149,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:14:10:00,01:14:17:00,14:10,7,8,WIDE-2S,STATIC,35,MB,LIVING,TV_ONLY,Y,,,M06,Television. Rain. Nothing else.,,"BLACK. The pane is dead. The room is dark except for the television, still playing its old film to nobody. Neither of them moves.",Silence #5.,2248
SH0150,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:14:17:00,01:14:21:00,14:17,4,5,CU,STATIC,75,L,LIVING,TV_ONLY,,,,,,LAUREN: There was a sign.,,,2249
SH0151,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:14:21:00,01:14:24:00,14:21,3,4,MCU,STATIC,65,M,LIVING,TV_ONLY,,,,,,MILES: There wasn't.,,,2250
SH0152,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:14:24:00,01:14:31:00,14:24,7,8,MED-2S,STATIC,40,MB,LIVING,TV_ONLY,,,,,,"LAUREN: Behind us. Yellow. Up high. | MILES: Lauren, it was three seconds of- | LAUREN: There was a sign, Miles.",,,2251
SH0153,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:14:31:00,01:14:40:00,14:31,9,10,CU,SLOW PUSH,75,L,LIVING,TV_ONLY,,,,,,LAUREN: And you saw it. Because you stopped breathing.,She turns and looks at him properly for the first time since it started.,,2252
SH0154,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:14:40:00,01:14:50:00,14:40,10,12,MCU,STATIC,65,M,LIVING,TV_ONLY,,,,,"Rain. Television credits music, thin and far away.",,"He does not answer. He does not answer for a long time. Rain on the window. The film ends and the credits roll, silently, on a television nobody is watching.","Silence #6, and the longest in the act. Hold on his face until it is unbearable.",2253
SH0155,SC-11,ACT TWO,INT. WARD HOUSE / LIVING ROOM - CONTINUOUS,01:14:50:00,01:14:53:00,14:50,3,3,WIDE-2S,STATIC,35,MB,LIVING,TV_ONLY,,,,,CHIRP. Then a hard cut to absolute silence.,,CHIRP. Cut to black and total silence.,ACT OUT. The chirp is the last sound. No stinger.,2254
SH0156,SC-12,ACT THREE,INT. WARD HOUSE / VARIOUS - NIGHT,01:14:53:00,01:14:59:00,14:53,6,7,MED,STATIC,40,M,LIVING,WARM_LOW,Y,,,M07,Drawer runners. His breathing. Nothing else.,,No music. Almost no sound. Just a man working. MILES slides the pane face-down into the bottom drawer of the sideboard and shuts it.,,2355
SH0157,SC-12,ACT THREE,INT. WARD HOUSE / VARIOUS - NIGHT,01:14:59:00,01:15:06:00,14:59,7,8,ECU-INSERT,SLOW PUSH,100,NONE,LIVING,WARM_LOW,,,,M07,,,He stands there. Then he reaches out and touches the brass drawer pull. It is cold. He takes his hand back.,"Containment failure #1. No effect, no sound. A cold handle. That is all.",2356
SH0158,SC-12,ACT THREE,INT. WARD HOUSE / VARIOUS - NIGHT,01:15:06:00,01:15:13:00,15:06,7,8,MED,STATIC,40,M,KITCHEN,KITCHEN_OVERHEAD,Y,,,M07,,,"He puts it in a camping cooler. Clips the lid. Stands back. Then, slowly, he puts his palm flat on the lid. It is warm.",Containment failure #2.,2357
SH0159,SC-12,ACT THREE,INT. WARD HOUSE / VARIOUS - NIGHT,01:15:13:00,01:15:22:00,15:13,9,10,MED,HANDHELD-SUBTLE,35,M,HALL,WARM_LOW,,,,M07,Breaker. Then the entire sound bed of the house stops. This is the quietest moment in the episode.,,"He goes to the breaker panel in the hall closet and throws the main. The house dies - refrigerator, television, the lamp in the hall, all of it, gone at once.",,2358
SH0160,SC-12,ACT THREE,INT. WARD HOUSE / VARIOUS - NIGHT,01:15:22:00,01:15:32:00,15:22,10,12,WIDE,SLOW PUSH,28,M,LIVING,COLD_PANE,Y,,,M07,,,He comes back to the living room in the dark. The pane is lying on the coffee table where Lauren has put it back. It is glowing.,"Containment failure #3, and the reason the audience now believes the rules.",2359
SH0161,SC-13,ACT THREE,EXT. CEDAR ROW - NIGHT,01:15:32:00,01:15:45:00,15:32,13,15,XWIDE,STATIC,50,NONE,EXT_STREET,STREET_NIGHT,,,,M07,Rain. Party. A dog. Traffic on a main road four streets away.,,"The street. Every house has its lights on except one. A dog barks twice somewhere. A television flickers blue through a window. Two doors down the party is still going: laughter, a car door, somebody calling somebody else an idiot with enormous affection. The world is completely, insultingly fine.",The only exterior in Act Three. It exists to make the house smaller.,2460
SH0162,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:15:45:00,01:15:53:00,15:45,8,9,WIDE-2S,STATIC,35,MB,LIVING,WARM_LOW,Y,,,M08,,,"Power back on, one lamp. LAUREN sits in the armchair facing the coffee table. She has put Miles's canvas jacket over the pane. She has not moved in a while. Miles comes in and stands.",,2561
SH0163,SC-14,ACT THREE,INT. WARD HOUSE / LIVING ROOM - NIGHT,01:15:53:00,01:16:02:00,15:53,9,10,MCU,STATIC,65,M,LIVING,WARM_LOW,,,,,,MILES: I know what it is. | MILES: Not who sent it. I don't know that. But I know what it is.,She does not look up.,,2562
